Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine, Martinique et La Réunion - Communes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 19/06/2018       Géographie au 01/01/2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie (€);Part des ménages fiscaux imposés (%);Taux de pauvreté-Ensemble (%);Taux de pauvreté-moins de 30 ans (%);Taux de pauvreté-30 à 39 ans  (%);Taux de pauvreté-40 à 49 ans (%);Taux de pauvreté-50 à 59 ans (%);Taux de pauvreté-60 à 74 ans (%);Taux de pauvreté-75 ans ou plus (%);Taux de pauvreté-propriétaires (%);Taux de pauvreté-locataires (%);Part des revenus d'activité (%);dont part des salaires et traitements hors chômage (%);dont part des indemnités de chômage (%);dont part des revenus des activités non salariées (%);Part des pensions, retraites et rentes (%);Part des revenus du patrimoine et autres revenus (%);Part de l'ensemble des prestations sociales (%);dont part des prestations familiales (%);dont part des minima sociaux (%);dont part des prestations logement (%);Part des impôts (%);1er décile du niveau de vie (€);9e décile du niveau de vie (€);Rapport interdécile 9e décile/1er décile
CODGEO;LIBGEO;NBMENFISC15;NBPERSMENFISC15;MED15;PIMP15;TP6015;TP60AGE115;TP60AGE215;TP60AGE315;TP60AGE415;TP60AGE515;TP60AGE615;TP60TOL115;TP60TOL215;PACT15;PTSA15;PCHO15;PBEN15;PPEN15;PPAT15;PPSOC15;PPFAM15;PPMINI15;PPLOGT15;PIMPOT15;D115;D915;RD15
59468;Potelle;141,0;372,5;24033,3;;;;;;;;;;;;;;;;;;;;;;;;
59469;Pradelles;116,0;370,5;22548,1;;;;;;;;;;;;;;;;;;;;;;;;
59470;Prémesques;776,0;2166,5;24568,3;67,4;;;;;;;;;;83,2;72,6;2,2;8,3;20,6;12,0;2,6;1,8;0,5;0,3;-18,4;15036,5;43652,0;2,9
59471;Préseau;810,0;2002,0;22352,1;60,2;;;;;;;;;;77,2;67,5;2,8;7,0;28,7;6,9;3,7;1,9;1,0;0,8;-16,5;12738,0;38221,3;3,0
59472;Preux-au-Bois;331,0;806,0;17830,0;;;;;;;;;;;;;;;;;;;;;;;;
59473;Preux-au-Sart;111,0;297,5;22462,0;;;;;;;;;;;;;;;;;;;;;;;;
59474;Prisches;390,0;1003,5;17756,3;;;;;;;;;;;;;;;;;;;;;;;;
59475;Prouvy;847,0;2235,5;18818,7;49,5;13,1;;;;;;;;28,0;74,7;69,0;3,6;2,1;24,3;6,0;8,0;3,3;2,7;2,0;-13,0;11506,5;29492,3;2,6
59476;Proville;1349,0;3264,0;20929,0;56,8;10,8;;;;;;;;24,8;69,9;58,0;3,1;8,8;32,9;10,3;4,4;1,8;1,4;1,1;-17,5;11912,0;38330,0;3,2
59477;Provin;1601,0;4233,0;20341,5;52,6;10,1;;;;;;;;26,4;80,2;73,4;3,2;3,5;23,8;5,0;5,5;3,1;1,3;1,1;-14,5;12320,0;31069,5;2,5
59478;Quaëdypre;399,0;1102,0;21753,3;;;;;;;;;;;;;;;;;;;;;;;;
59479;Quarouble;1254,0;3017,5;19232,0;50,4;15,2;;;;;;;10,7;29,3;71,0;64,0;3,2;3,8;30,2;7,2;5,3;2,4;1,8;1,2;-13,7;10896,7;31385,2;2,9
59480;Quérénaing;369,0;916,5;23796,7;;;;;;;;;;;;;;;;;;;;;;;;
59481;Le Quesnoy;2084,0;4483,0;17440,9;42,3;22,4;;29,0;29,3;;;;;36,1;61,4;53,8;3,2;4,4;34,6;7,1;10,1;2,9;4,1;3,1;-13,2;9412,8;31128,9;3,3
59482;Quesnoy-sur-Deûle;2505,0;6668,0;22773,3;61,9;8,1;;;;;;;;20,4;79,5;70,9;2,6;6,0;23,7;9,5;4,3;2,3;1,0;0,9;-17,0;12846,9;37584,0;2,9
59483;Quiévelon;56,0;142,0;20013,0;;;;;;;;;;;;;;;;;;;;;;;;
59484;Quiévrechain;2377,0;6202,0;14965,0;29,9;33,4;47,5;37,8;39,4;37,7;;;16,1;47,6;60,0;53,3;4,3;2,4;27,8;6,6;15,6;5,4;5,6;4,6;-10,0;8633,3;25415,3;2,9
59485;Quiévy;708,0;1743,0;18072,9;;;;;;;;;;;;;;;;;;;;;;;;
59486;Râches;1071,0;2760,0;19501,6;48,7;12,2;;;;;;;;29,5;74,0;66,9;3,1;4,0;27,4;7,6;5,6;2,9;1,3;1,4;-14,6;11703,4;32780,0;2,8
59487;Radinghem-en-Weppes;515,0;1412,5;27966,7;;;;;;;;;;;;;;;;;;;;;;;;
59488;Raillencourt-Sainte-Olle;943,0;2225,5;20188,7;54,0;13,4;;;;;;;;;63,7;54,6;4,3;4,7;35,3;11,1;5,2;2,3;1,6;1,2;-15,3;11408,8;34534,0;3,0
59489;Raimbeaucourt;1625,0;4006,0;21160,5;53,8;10,6;;;;;;;7,0;21,9;71,6;65,2;2,6;3,8;30,9;8,3;4,6;1,9;1,5;1,1;-15,4;11866,3;34578,0;2,9
59490;Rainsars;73,0;179,0;19109,3;;;;;;;;;;;;;;;;;;;;;;;;
59491;Raismes;5167,0;12811,0;15764,0;35,8;29,1;40,2;36,0;37,2;26,4;17,3;;13,4;42,8;64,2;56,9;4,0;3,3;29,3;5,4;13,0;4,1;5,2;3,7;-11,9;8940,5;26787,0;3,0
59492;Ramillies;228,0;601,5;19452,4;;;;;;;;;;;;;;;;;;;;;;;;
59493;Ramousies;96,0;234,0;18074,6;;;;;;;;;;;;;;;;;;;;;;;;
59494;Raucourt-au-Bois;67,0;159,0;20045,3;;;;;;;;;;;;;;;;;;;;;;;;
59495;Recquignies;946,0;2365,0;16498,5;37,1;25,4;;;;;;;14,6;48,2;68,1;60,4;4,6;3,2;25,9;6,0;11,6;3,8;4,8;3,0;-11,6;9229,1;27559,2;3,0
59496;Rejet-de-Beaulieu;99,0;247,5;17840,0;;;;;;;;;;;;;;;;;;;;;;;;
59497;Renescure;871,0;2153,5;20372,0;53,6;12,7;;;;;;;;;69,4;58,8;3,3;7,2;30,2;10,2;4,6;2,5;1,2;0,9;-14,4;11745,4;33406,8;2,8
59498;Reumont;145,0;373,5;16832,4;;;;;;;;;;;;;;;;;;;;;;;;
59499;Rexpoëde;729,0;1994,5;19573,3;;;;;;;;;;;;;;;;;;;;;;;;
59500;Ribécourt-la-Tour;154,0;387,0;20891,3;;;;;;;;;;;;;;;;;;;;;;;;
59501;Rieulay;514,0;1292,0;19511,7;;;;;;;;;;;;;;;;;;;;;;;;
59502;Rieux-en-Cambrésis;547,0;1338,5;18085,3;;;;;;;;;;;;;;;;;;;;;;;;
59503;Robersart;66,0;170,5;21372,9;;;;;;;;;;;;;;;;;;;;;;;;
59504;Roeulx;1403,0;3783,5;16895,6;38,3;23,2;;26,6;29,2;;;;13,1;45,0;66,5;58,8;4,2;3,4;30,1;4,8;10,0;4,5;3,0;2,4;-11,4;9594,0;26355,3;2,7
59505;Rombies-et-Marchipont;272,0;752,5;23685,2;;;;;;;;;;;;;;;;;;;;;;;;
59506;Romeries;174,0;433,0;21765,6;;;;;;;;;;;;;;;;;;;;;;;;
59507;Ronchin;7828,0;18570,5;20063,3;54,5;16,2;24,7;19,4;19,3;14,7;10,4;;6,2;32,9;74,5;67,7;3,3;3,5;27,2;6,2;7,5;3,0;2,4;2,0;-15,4;10390,0;33653,0;3,2
59508;Roncq;5316,0;13374,5;22465,4;61,7;7,7;;9,2;7,8;8,9;;;5,0;18,7;75,5;67,1;2,8;5,6;27,7;9,9;3,9;2,1;1,0;0,9;-17,0;13223,0;37936,1;2,9
59509;Roost-Warendin;2430,0;6130,0;18785,4;44,7;16,6;;18,5;19,6;17,3;;;7,8;30,6;69,9;63,6;2,9;3,4;30,5;4,8;7,7;3,1;2,6;2,0;-12,9;10701,2;29990,0;2,8
59511;Rosult;717,0;1975,5;23368,0;;;;;;;;;;;;;;;;;;;;;;;;
59512;Roubaix;33645,0;89906,5;13208,5;28,6;44,3;53,4;49,5;50,2;44,7;31,0;20,5;24,2;57,4;63,0;54,1;5,8;3,1;21,0;5,9;21,4;6,8;8,5;6,2;-11,3;7741,5;25599,0;3,3
59513;Roucourt;181,0;476,0;23238,0;;;;;;;;;;;;;;;;;;;;;;;;
59514;Rousies;1733,0;4059,5;19372,5;51,8;16,4;;;;;;;8,9;32,5;71,1;60,7;3,5;6,9;30,7;7,9;6,5;2,4;2,3;1,8;-16,2;10707,7;33018,0;3,1
59515;Rouvignies;241,0;632,5;19579,6;;;;;;;;;;;;;;;;;;;;;;;;
59516;Rubrouck;325,0;933,0;20200,5;;;;;;;;;;;;;;;;;;;;;;;;
59517;Les Rues-des-Vignes;308,0;802,0;20828,5;;;;;;;;;;;;;;;;;;;;;;;;
59518;Ruesnes;170,0;420,5;21169,3;;;;;;;;;;;;;;;;;;;;;;;;
59519;Rumegies;637,0;1732,5;21819,3;;;;;;;;;;;;;;;;;;;;;;;;
59520;Rumilly-en-Cambrésis;567,0;1423,0;19665,3;;;;;;;;;;;;;;;;;;;;;;;;
59521;Sailly-lez-Cambrai;184,0;441,5;21043,8;;;;;;;;;;;;;;;;;;;;;;;;
59522;Sailly-lez-Lannoy;644,0;1738,5;28240,0;;;;;;;;;;;;;;;;;;;;;;;;
59523;Sainghin-en-Mélantois;1053,0;2647,5;28240,0;73,1;;;;;;;;;;71,9;62,8;2,0;7,0;27,8;20,2;2,3;1,3;0,6;0,4;-22,2;14960,0;50944,0;3,4
59524;Sainghin-en-Weppes;2165,0;5611,5;22204,3;61,3;8,0;;;;;;;;19,8;79,1;72,4;2,5;4,2;24,9;7,2;4,4;2,5;1,1;0,9;-15,6;13027,3;35358,0;2,7
59525;Sains-du-Nord;1221,0;2797,0;16928,8;38,5;25,5;;;33,8;;;;;45,6;62,7;52,6;4,1;6,0;32,3;6,7;10,3;3,4;4,0;3,0;-12,0;9061,4;27472,0;3,0
59526;Saint-Amand-les-Eaux;7044,0;16359,5;18470,0;44,8;19,4;32,7;19,4;24,6;18,4;12,1;;8,0;32,9;71,1;62,2;3,7;5,2;27,2;7,3;8,6;2,8;3,3;2,5;-14,2;10065,2;32176,4;3,2
59527;Saint-André-lez-Lille;5306,0;11742,5;21624,4;62,3;10,2;;10,4;10,0;12,4;;;5,0;19,3;82,3;74,2;2,9;5,2;23,4;6,6;4,9;2,1;1,5;1,3;-17,2;12285,3;37038,0;3,0
59528;Saint-Aubert;614,0;1571,5;18220,0;;;;;;;;;;;;;;;;;;;;;;;;
59529;Saint-Aubin;145,0;373,5;22173,0;;;;;;;;;;;;;;;;;;;;;;;;
59530;Saint-Aybert;123,0;333,0;21638,0;;;;;;;;;;;;;;;;;;;;;;;;
59531;Saint-Benin;142,0;346,0;17766,7;;;;;;;;;;;;;;;;;;;;;;;;
59532;Saint-Georges-sur-l'Aa;103,0;306,0;18955,3;;;;;;;;;;;;;;;;;;;;;;;;
59533;Saint-Hilaire-lez-Cambrai;657,0;1537,5;18331,0;;;;;;;;;;;;;;;;;;;;;;;;
59534;Saint-Hilaire-sur-Helpe;320,0;816,0;19699,5;;;;;;;;;;;;;;;;;;;;;;;;
59535;Saint-Jans-Cappel;650,0;1686,5;23198,4;;;;;;;;;;;;;;;;;;;;;;;;
59536;Sainte-Marie-Cappel;308,0;891,5;23524,0;;;;;;;;;;;;;;;;;;;;;;;;
59537;Saint-Martin-sur-Écaillon;192,0;522,0;22201,3;;;;;;;;;;;;;;;;;;;;;;;;
59538;Saint-Momelin;160,0;426,5;16879,0;;;;;;;;;;;;;;;;;;;;;;;;
59539;Saint-Pierre-Brouck;342,0;992,5;20577,3;;;;;;;;;;;;;;;;;;;;;;;;
59541;Saint-Python;414,0;1011,0;18078,8;;;;;;;;;;;;;;;;;;;;;;;;
59542;Saint-Remy-Chaussée;182,0;507,0;20376,7;;;;;;;;;;;;;;;;;;;;;;;;
59543;Saint-Remy-du-Nord;451,0;1122,0;18877,5;;;;;;;;;;;;;;;;;;;;;;;;
59544;Saint-Saulve;4728,0;11127,0;20015,3;53,3;15,7;32,5;21,4;16,9;15,2;;;5,4;29,6;73,0;62,3;2,9;7,8;28,7;9,1;6,4;2,3;2,2;1,9;-17,2;10700,0;36316,0;3,4
59545;Saint-Souplet;457,0;1189,0;16962,0;;;;;;;;;;;;;;;;;;;;;;;;
59546;Saint-Sylvestre-Cappel;468,0;1208,0;20958,6;;;;;;;;;;;;;;;;;;;;;;;;
59547;Saint-Vaast-en-Cambrésis;346,0;875,0;18179,1;;;;;;;;;;;;;;;;;;;;;;;;
59548;Saint-Waast;239,0;604,0;21057,0;;;;;;;;;;;;;;;;;;;;;;;;
59549;Salesches;119,0;313,0;19352,2;;;;;;;;;;;;;;;;;;;;;;;;
59550;Salomé;1181,0;3024,0;20029,2;50,7;10,9;;;;;;;;;78,1;71,9;3,1;3,1;24,7;5,6;5,7;3,1;1,4;1,3;-14,1;12169,2;30874,0;2,5
59551;Saméon;578,0;1617,0;25653,5;;;;;;;;;;;;;;;;;;;;;;;;
59552;Sancourt;79,0;181,5;19824,0;;;;;;;;;;;;;;;;;;;;;;;;
59553;Santes;2197,0;5782,5;23799,6;67,9;5,4;;;;;;;;;80,4;72,6;1,9;5,8;25,5;8,0;3,5;2,1;0,8;0,6;-17,4;14385,0;38632,0;2,7
59554;Sars-et-Rosières;205,0;588,5;25415,0;;;;;;;;;;;;;;;;;;;;;;;;
59555;Sars-Poteries;609,0;1434,5;16128,0;;;;;;;;;;;;;;;;;;;;;;;;
59556;Sassegnies;100,0;261,5;21769,9;;;;;;;;;;;;;;;;;;;;;;;;
59557;Saultain;983,0;2334,0;21571,7;58,5;13,2;;;;;;;;26,4;79,2;71,5;2,8;5,0;24,9;7,3;4,7;2,0;1,5;1,2;-16,1;11176,1;35163,0;3,1
59558;Saulzoir;715,0;1807,5;19806,7;;;;;;;;;;;;;;;;;;;;;;;;
59559;Sebourg;749,0;1963,0;27387,8;;;;;;;;;;;;;;;;;;;;;;;;
59560;Seclin;5137,0;12427,0;20344,4;55,2;15,0;25,2;17,5;17,9;13,7;;;5,8;28,3;76,0;68,6;3,0;4,4;26,2;6,7;6,8;2,8;2,2;1,8;-15,7;10814,0;35249,4;3,3
59562;Sémeries;210,0;543,0;19424,5;;;;;;;;;;;;;;;;;;;;;;;;
59563;Semousies;96,0;239,0;22371,9;;;;;;;;;;;;;;;;;;;;;;;;
59564;La Sentinelle;1227,0;2999,5;16900,7;41,2;22,3;;;;;;;12,3;34,7;66,2;59,6;4,4;2,2;29,8;7,3;9,9;3,5;3,6;2,8;-13,2;9489,6;28736,0;3,0
59565;Sepmeries;237,0;650,5;22884,0;;;;;;;;;;;;;;;;;;;;;;;;
59566;Sequedin;1551,0;3902,0;22921,3;66,9;;;;;;;;;;78,2;72,0;2,2;4,0;27,7;7,2;2,9;1,8;0,6;0,5;-16,0;14414,7;36250,7;2,5
59567;Séranvillers-Forenville;152,0;391,0;22164,0;;;;;;;;;;;;;;;;;;;;;;;;
59568;Sercus;156,0;464,5;21478,3;;;;;;;;;;;;;;;;;;;;;;;;
59569;Sin-le-Noble;6411,0;15924,5;16638,0;38,3;25,0;37,6;29,0;31,4;23,8;15,1;;11,6;39,9;66,7;60,4;3,8;2,6;28,5;4,8;12,1;4,0;4,8;3,3;-12,1;9360,6;27724,7;3,0
59570;Socx;372,0;954,0;27180,5;;;;;;;;;;;;;;;;;;;;;;;;
59571;Solesmes;1811,0;4336,5;16721,5;37,5;25,1;;28,1;35,8;25,1;;;11,1;46,4;64,0;53,0;4,3;6,7;31,3;8,0;9,7;3,6;3,6;2,5;-13,0;9260,4;28581,7;3,1
59572;Solre-le-Château;800,0;1813,0;18595,0;;;;;;;;;;;;;;;;;;;;;;;;
59573;Solrinnes;53,0;131,0;20075,8;;;;;;;;;;;;;;;;;;;;;;;;
59574;Somain;5024,0;12376,0;16643,5;36,6;24,5;38,7;29,3;30,2;22,7;13,5;;9,9;39,2;65,3;57,7;4,0;3,6;29,8;5,9;11,0;3,7;4,1;3,2;-12,0;9349,5;27595,2;3,0
59575;Sommaing;152,0;414,0;23733,0;;;;;;;;;;;;;;;;;;;;;;;;
59576;Spycker;652,0;1814,5;22364,4;;;;;;;;;;;;;;;;;;;;;;;;
59577;Staple;257,0;666,5;19601,1;;;;;;;;;;;;;;;;;;;;;;;;
59578;Steenbecque;630,0;1657,5;20432,7;;;;;;;;;;;;;;;;;;;;;;;;
59579;Steene;533,0;1420,5;22118,0;;;;;;;;;;;;;;;;;;;;;;;;
59580;Steenvoorde;1750,0;4241,0;21157,8;53,9;10,7;;;;;;;7,2;19,0;70,5;63,0;2,7;4,8;28,8;11,2;4,4;2,2;1,2;1,0;-14,9;12069,0;34744,7;2,9
59581;Steenwerck;1350,0;3537,0;21274,0;57,8;8,7;;;;;;;;;75,8;67,1;2,6;6,1;23,4;12,0;4,7;2,6;1,1;0,9;-15,9;12824,8;35069,3;2,7
59582;Strazeele;337,0;952,0;22864,8;;;;;;;;;;;;;;;;;;;;;;;;
59583;Taisnières-en-Thiérache;199,0;456,5;18946,7;;;;;;;;;;;;;;;;;;;;;;;;
59584;Taisnières-sur-Hon;366,0;940,5;23625,0;;;;;;;;;;;;;;;;;;;;;;;;
59585;Templemars;1390,0;3301,0;24218,3;67,7;7,5;;;;;;;;;73,2;66,3;2,4;4,5;31,1;10,1;3,1;1,7;0,8;0,6;-17,5;13512,7;40522,5;3,0
59586;Templeuve-en-Pévèle;2456,0;6008,5;23831,0;66,1;6,4;;;;;;;;16,2;78,2;70,0;2,3;5,8;26,8;9,9;3,1;1,6;0,9;0,6;-18,0;13933,0;39744,2;2,9
59587;Terdeghem;206,0;567,5;22332,1;;;;;;;;;;;;;;;;;;;;;;;;
59588;Téteghem-Coudekerque-Village;3224,0;8300,5;23764,3;66,1;10,3;;18,7;12,8;;;;;31,1;73,7;62,3;2,8;8,6;29,3;12,3;4,1;1,7;1,3;1,1;-19,4;12280,9;43188,0;3,5
59589;Thiant;1152,0;2846,0;18793,3;49,0;15,6;;;;;;;;29,8;76,7;68,9;3,8;4,0;24,2;7,4;6,5;3,0;1,9;1,5;-14,8;11246,4;31504,0;2,8
59590;Thiennes;343,0;904,0;19144,8;;;;;;;;;;;;;;;;;;;;;;;;
59591;Thivencelle;316,0;872,5;15603,1;;;;;;;;;;;;;;;;;;;;;;;;
59592;Thumeries;1548,0;3982,0;22037,2;60,0;8,6;;;;;;;;;79,5;71,0;3,0;5,5;26,1;6,4;4,0;2,2;1,0;0,8;-16,0;12940,0;35199,5;2,7
59593;Thun-l'Évêque;270,0;726,0;21848,0;;;;;;;;;;;;;;;;;;;;;;;;
59594;Thun-Saint-Amand;418,0;1140,0;19358,6;;;;;;;;;;;;;;;;;;;;;;;;
59595;Thun-Saint-Martin;200,0;525,0;22979,5;;;;;;;;;;;;;;;;;;;;;;;;
59596;Tilloy-lez-Marchiennes;185,0;550,0;25377,1;;;;;;;;;;;;;;;;;;;;;;;;
59597;Tilloy-lez-Cambrai;245,0;591,0;24035,7;;;;;;;;;;;;;;;;;;;;;;;;
59598;Toufflers;1545,0;4070,0;22896,0;61,9;6,2;;;;;;;;;75,4;68,2;3,0;4,2;29,0;7,0;3,8;2,1;1,0;0,7;-15,2;13881,5;35851,0;2,6
59599;Tourcoing;37713,0;95256,5;16348,8;39,2;27,4;33,1;29,2;30,9;29,5;18,4;13,1;13,9;41,8;72,2;64,5;5,1;2,6;21,9;5,6;12,8;4,6;4,7;3,5;-12,5;8944,8;27911,9;3,1
59600;Tourmignies;304,0;880,0;27336,5;;;;;;;;;;;;;;;;;;;;;;;;
59601;Trélon;1087,0;2554,5;16922,0;40,8;25,3;;;;;;;;47,4;63,9;56,5;4,1;3,3;29,8;7,8;11,3;3,7;4,6;3,0;-12,8;9381,0;27166,0;2,9
59602;Tressin;513,0;1435,0;25936,0;;;;;;;;;;;;;;;;;;;;;;;;
59603;Trith-Saint-Léger;2593,0;6149,5;17290,7;42,7;20,7;;23,9;27,5;20,5;;;11,5;32,9;69,0;63,0;3,6;2,4;28,1;5,7;9,5;3,5;3,3;2,7;-12,3;9947,9;28359,0;2,9
59604;Troisvilles;305,0;807,0;18674,7;;;;;;;;;;;;;;;;;;;;;;;;
59605;Uxem;514,0;1425,0;23434,7;;;;;;;;;;;;;;;;;;;;;;;;
59606;Valenciennes;18628,0;39043,5;17896,0;47,4;25,3;37,2;29,1;30,8;24,7;13,4;7,5;7,0;38,0;72,0;61,8;3,5;6,6;25,8;9,7;9,8;2,6;4,0;3,1;-17,3;8962,0;35819,3;4,0
59607;Vendegies-au-Bois;188,0;476,0;20322,6;;;;;;;;;;;;;;;;;;;;;;;;
59608;Vendegies-sur-Écaillon;433,0;1123,5;24221,3;;;;;;;;;;;;;;;;;;;;;;;;
59609;Vendeville;633,0;1677,0;26065,0;;;;;;;;;;;;;;;;;;;;;;;;
59610;Verchain-Maugré;420,0;1018,5;21514,0;;;;;;;;;;;;;;;;;;;;;;;;
59611;Verlinghem;939,0;2507,0;26840,0;70,6;;;;;;;;;;81,4;65,8;2,3;13,3;21,1;18,7;2,1;1,3;0,4;0,4;-23,3;14465,3;53386,7;3,7
59612;Vertain;194,0;502,0;21506,7;;;;;;;;;;;;;;;;;;;;;;;;
59613;Vicq;548,0;1472,5;18967,3;;;;;;;;;;;;;;;;;;;;;;;;
59614;Viesly;605,0;1545,0;17704,0;;;;;;;;;;;;;;;;;;;;;;;;
59615;Vieux-Berquin;924,0;2522,5;22083,7;57,4;;;;;;;;;;80,6;70,6;2,3;7,8;21,7;9,3;4,2;2,7;0,7;0,7;-15,8;13262,4;34890,8;2,6
59616;Vieux-Condé;4073,0;10286,5;16193,9;37,6;26,0;40,1;28,6;33,7;24,7;15,9;;14,0;41,1;63,1;56,5;4,2;2,5;29,3;7,4;12,0;3,8;5,0;3,1;-11,8;9139,9;27166,1;3,0
59617;Vieux-Mesnil;227,0;628,5;20717,3;;;;;;;;;;;;;;;;;;;;;;;;
59618;Vieux-Reng;316,0;818,5;20110,5;;;;;;;;;;;;;;;;;;;;;;;;
59619;Villereau;350,0;940,0;22834,7;;;;;;;;;;;;;;;;;;;;;;;;
59620;Villers-au-Tertre;242,0;636,0;21310,5;;;;;;;;;;;;;;;;;;;;;;;;
59622;Villers-en-Cauchies;497,0;1244,5;19246,0;;;;;;;;;;;;;;;;;;;;;;;;
59623;Villers-Guislain;281,0;690,0;18453,3;;;;;;;;;;;;;;;;;;;;;;;;
59624;Villers-Outréaux;838,0;2103,0;16813,3;38,7;26,8;;;40,3;;;;14,4;52,8;62,1;50,3;4,8;7,0;33,2;9,1;8,5;3,6;2,7;2,1;-12,9;9258,0;29988,1;3,2
59625;Villers-Plouich;153,0;402,5;20433,3;;;;;;;;;;;;;;;;;;;;;;;;
59626;Villers-Pol;490,0;1245,5;22749,6;;;;;;;;;;;;;;;;;;;;;;;;
59627;Villers-Sire-Nicole;401,0;963,5;20722,0;;;;;;;;;;;;;;;;;;;;;;;;
59628;Volckerinckhove;213,0;561,5;21846,0;;;;;;;;;;;;;;;;;;;;;;;;
59629;Vred;557,0;1416,5;21163,0;;;;;;;;;;;;;;;;;;;;;;;;
59630;Wahagnies;1040,0;2654,0;20560,0;54,5;12,1;;;;;;;;;76,2;68,9;3,1;4,2;26,7;5,9;5,6;2,5;1,8;1,2;-14,4;11708,5;31538,0;2,7
59631;Walincourt-Selvigny;861,0;2152,5;17662,6;39,9;19,2;;;;;;;;41,3;64,5;53,4;4,8;6,3;32,4;8,4;8,0;3,3;2,7;1,9;-13,3;10211,9;30289,3;3,0
59632;Wallers;2191,0;5458,5;18124,0;44,2;20,7;;25,1;25,1;;;;9,5;35,4;67,9;60,8;3,7;3,4;30,7;6,9;7,5;3,0;2,5;2,0;-13,0;10098,8;30074,4;3,0
59633;Wallers-en-Fagne;115,0;283,5;18008,2;;;;;;;;;;;;;;;;;;;;;;;;
59634;Wallon-Cappel;314,0;849,5;22754,0;;;;;;;;;;;;;;;;;;;;;;;;
59635;Wambaix;142,0;372,0;21554,5;;;;;;;;;;;;;;;;;;;;;;;;
59636;Wambrechies;4191,0;10282,0;23477,0;65,5;6,7;;;;;;;;14,1;79,9;70,7;2,7;6,5;24,2;10,8;3,5;1,9;0,8;0,8;-18,4;13670,8;41963,6;3,1
59637;Wandignies-Hamage;504,0;1323,0;22750,3;;;;;;;;;;;;;;;;;;;;;;;;
59638;Wannehain;414,0;1206,0;23342,5;;;;;;;;;;;;;;;;;;;;;;;;
59639;Wargnies-le-Grand;427,0;1138,5;23043,9;;;;;;;;;;;;;;;;;;;;;;;;
59640;Wargnies-le-Petit;288,0;759,5;22873,8;;;;;;;;;;;;;;;;;;;;;;;;
59641;Warhem;757,0;2017,0;21739,6;61,4;;;;;;;;;;79,0;67,4;3,5;8,1;23,6;10,9;3,5;2,2;0,8;0,6;-17,0;13294,0;35541,3;2,7
59642;Warlaing;207,0;597,5;22288,7;;;;;;;;;;;;;;;;;;;;;;;;
59643;Warneton;85,0;236,5;21322,2;;;;;;;;;;;;;;;;;;;;;;;;
59645;Wasnes-au-Bac;237,0;612,5;19226,5;;;;;;;;;;;;;;;;;;;;;;;;
59646;Wasquehal;8527,0;20428,0;22730,0;63,0;9,6;;10,2;11,6;10,3;6,3;;5,0;19,0;78,9;70,6;2,9;5,4;24,7;12,6;4,0;1,9;1,1;1,0;-20,2;12460,5;43034,0;3,5
59647;Watten;1035,0;2512,5;16904,2;37,5;23,8;;;;;;;;39,5;63,3;56,5;3,4;3,3;33,1;5,9;9,0;3,4;3,2;2,4;-11,3;9600,6;26111,3;2,7
59648;Wattignies;5954,0;13953,5;19753,0;54,4;18,5;31,7;23,9;21,0;17,8;9,7;;6,5;33,0;72,3;63,6;3,0;5,7;29,5;8,3;7,2;2,7;2,4;2,1;-17,3;10114,8;36996,7;3,7
59649;Wattignies-la-Victoire;92,0;236,0;22874,3;;;;;;;;;;;;;;;;;;;;;;;;
59650;Wattrelos;16151,0;41371,0;17497,2;43,0;19,9;26,9;22,4;24,3;20,6;11,3;9,4;11,4;32,9;70,9;64,1;4,7;2,1;26,0;5,3;9,7;4,0;3,2;2,6;-11,9;9957,2;27232,0;2,7
59651;Wavrechain-sous-Denain;674,0;1679,5;15388,7;;;;;;;;;;;;;;;;;;;;;;;;
59652;Wavrechain-sous-Faulx;150,0;379,0;20792,7;;;;;;;;;;;;;;;;;;;;;;;;
59653;Wavrin;3087,0;7833,5;21341,0;57,1;10,1;;12,7;10,1;;;;5,0;24,8;77,8;69,5;2,9;5,4;25,7;7,2;5,0;2,5;1,4;1,1;-15,7;12293,5;34282,9;2,8
59654;Waziers;2711,0;7478,5;14842,5;28,9;31,4;39,3;40,1;36,4;31,4;20,2;;14,7;43,7;60,7;53,2;4,9;2,6;28,7;4,4;16,4;5,6;6,1;4,6;-10,2;9073,3;24499,3;2,7
59655;Wemaers-Cappel;86,0;250,0;20605,7;;;;;;;;;;;;;;;;;;;;;;;;
59656;Wervicq-Sud;2062,0;5371,5;20730,0;55,5;13,8;;;15,2;;;;;30,3;78,8;70,3;3,4;5,1;24,1;8,6;5,5;2,6;1,5;1,4;-17,0;11296,0;36180,4;3,2
59657;West-Cappel;207,0;592,5;20736,5;;;;;;;;;;;;;;;;;;;;;;;;
59658;Wicres;180,0;522,0;22929,4;;;;;;;;;;;;;;;;;;;;;;;;
