Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine, Martinique et La Réunion - Communes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 19/06/2018       Géographie au 01/01/2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie (€);Part des ménages fiscaux imposés (%);Taux de pauvreté-Ensemble (%);Taux de pauvreté-moins de 30 ans (%);Taux de pauvreté-30 à 39 ans  (%);Taux de pauvreté-40 à 49 ans (%);Taux de pauvreté-50 à 59 ans (%);Taux de pauvreté-60 à 74 ans (%);Taux de pauvreté-75 ans ou plus (%);Taux de pauvreté-propriétaires (%);Taux de pauvreté-locataires (%);Part des revenus d'activité (%);dont part des salaires et traitements hors chômage (%);dont part des indemnités de chômage (%);dont part des revenus des activités non salariées (%);Part des pensions, retraites et rentes (%);Part des revenus du patrimoine et autres revenus (%);Part de l'ensemble des prestations sociales (%);dont part des prestations familiales (%);dont part des minima sociaux (%);dont part des prestations logement (%);Part des impôts (%);1er décile du niveau de vie (€);9e décile du niveau de vie (€);Rapport interdécile 9e décile/1er décile
CODGEO;LIBGEO;NBMENFISC15;NBPERSMENFISC15;MED15;PIMP15;TP6015;TP60AGE115;TP60AGE215;TP60AGE315;TP60AGE415;TP60AGE515;TP60AGE615;TP60TOL115;TP60TOL215;PACT15;PTSA15;PCHO15;PBEN15;PPEN15;PPAT15;PPSOC15;PPFAM15;PPMINI15;PPLOGT15;PIMPOT15;D115;D915;RD15
59659;Wignehies;1197,0;2790,0;15839,0;35,5;28,1;;41,7;;;;;13,0;48,2;58,9;48,5;4,2;6,1;32,4;7,7;13,0;3,8;5,5;3,6;-12,0;9493,8;27012,0;2,8
59660;Willems;1139,0;3060,0;22078,0;58,8;9,8;;;;;;;;21,3;78,5;71,2;2,8;4,5;24,9;9,5;4,6;2,4;1,1;1,1;-17,5;12454,2;40955,7;3,3
59661;Willies;59,0;142,0;20467,6;;;;;;;;;;;;;;;;;;;;;;;;
59662;Winnezeele;449,0;1271,0;20562,5;;;;;;;;;;;;;;;;;;;;;;;;
59663;Wormhout;2265,0;5635,0;20325,7;53,8;11,9;;;18,3;;;;7,2;24,2;71,8;64,2;2,7;4,9;29,8;9,1;4,5;2,6;1,0;1,0;-15,2;11822,1;33179,4;2,8
59664;Wulverdinghe;108,0;311,5;17897,6;;;;;;;;;;;;;;;;;;;;;;;;
59665;Wylder;102,0;306,5;19932,2;;;;;;;;;;;;;;;;;;;;;;;;
59666;Zegerscappel;575,0;1548,0;20564,0;;;;;;;;;;;;;;;;;;;;;;;;
59667;Zermezeele;79,0;219,0;22817,0;;;;;;;;;;;;;;;;;;;;;;;;
59668;Zuydcoote;605,0;1541,5;22144,5;;;;;;;;;;;;;;;;;;;;;;;;
59669;Zuytpeene;203,0;551,5;19411,3;;;;;;;;;;;;;;;;;;;;;;;;
59670;Don;523,0;1354,5;22348,0;;;;;;;;;;;;;;;;;;;;;;;;
60001;Abancourt;254,0;627,0;17864,2;;;;;;;;;;;;;;;;;;;;;;;;
60002;Abbecourt;301,0;791,5;23047,1;;;;;;;;;;;;;;;;;;;;;;;;
60003;Abbeville-Saint-Lucien;199,0;532,5;23789,3;;;;;;;;;;;;;;;;;;;;;;;;
60004;Achy;156,0;408,0;20315,5;;;;;;;;;;;;;;;;;;;;;;;;
60005;Acy-en-Multien;319,0;859,0;22395,2;;;;;;;;;;;;;;;;;;;;;;;;
60006;Les Ageux;460,0;1185,5;22064,4;;;;;;;;;;;;;;;;;;;;;;;;
60007;Agnetz;1172,0;3159,5;24658,0;73,6;;;;;;;;;;81,8;74,7;2,5;4,6;24,7;8,8;2,7;1,7;0,5;0,5;-18,0;15240,3;38801,4;2,5
60008;Airion;164,0;415,0;24974,0;;;;;;;;;;;;;;;;;;;;;;;;
60009;Allonne;632,0;1518,5;23223,0;;;;;;;;;;;;;;;;;;;;;;;;
60010;Amblainville;673,0;1802,5;24014,3;;;;;;;;;;;;;;;;;;;;;;;;
60011;Amy;149,0;398,0;19242,3;;;;;;;;;;;;;;;;;;;;;;;;
60012;Andeville;1212,0;3257,5;21987,1;60,6;;;;;;;;;;82,0;76,5;3,4;2,2;24,1;4,7;4,0;2,5;0,8;0,7;-14,8;13755,0;33307,1;2,4
60013;Angicourt;501,0;1329,0;25745,7;;;;;;;;;;;;;;;;;;;;;;;;
60014;Angivillers;69,0;181,5;21802,8;;;;;;;;;;;;;;;;;;;;;;;;
60015;Angy;471,0;1186,5;21816,0;;;;;;;;;;;;;;;;;;;;;;;;
60016;Ansacq;105,0;270,0;24998,0;;;;;;;;;;;;;;;;;;;;;;;;
60017;Ansauvillers;420,0;1191,5;19402,8;;;;;;;;;;;;;;;;;;;;;;;;
60019;Antheuil-Portes;159,0;423,5;23026,7;;;;;;;;;;;;;;;;;;;;;;;;
60020;Antilly;76,0;204,5;22604,0;;;;;;;;;;;;;;;;;;;;;;;;
60021;Appilly;190,0;516,0;19073,5;;;;;;;;;;;;;;;;;;;;;;;;
60022;Apremont;294,0;689,5;31026,0;;;;;;;;;;;;;;;;;;;;;;;;
60023;Armancourt;222,0;574,0;24548,7;;;;;;;;;;;;;;;;;;;;;;;;
60024;Arsy;322,0;778,0;22052,0;;;;;;;;;;;;;;;;;;;;;;;;
60025;Attichy;709,0;1720,0;21243,3;;;;;;;;;;;;;;;;;;;;;;;;
60026;Auchy-la-Montagne;201,0;578,0;20902,9;;;;;;;;;;;;;;;;;;;;;;;;
60027;Auger-Saint-Vincent;179,0;470,5;26449,4;;;;;;;;;;;;;;;;;;;;;;;;
60028;Aumont-en-Halatte;206,0;520,5;36870,0;;;;;;;;;;;;;;;;;;;;;;;;
60029;Auneuil;1084,0;2811,0;20157,7;56,5;12,9;;;;;;;;23,9;74,1;67,5;3,2;3,4;27,5;7,0;5,7;2,8;1,6;1,3;-14,3;11448,0;32326,4;2,8
60030;Auteuil;206,0;554,0;21535,8;;;;;;;;;;;;;;;;;;;;;;;;
60031;Autheuil-en-Valois;106,0;291,0;25682,0;;;;;;;;;;;;;;;;;;;;;;;;
60032;Autrêches;282,0;771,0;20762,7;;;;;;;;;;;;;;;;;;;;;;;;
60033;Avilly-Saint-Léonard;366,0;930,0;30997,0;;;;;;;;;;;;;;;;;;;;;;;;
60034;Avrechy;435,0;1188,0;22904,5;;;;;;;;;;;;;;;;;;;;;;;;
60035;Avricourt;105,0;266,5;19204,3;;;;;;;;;;;;;;;;;;;;;;;;
60036;Avrigny;143,0;375,5;25003,8;;;;;;;;;;;;;;;;;;;;;;;;
60037;Baboeuf;207,0;514,5;20292,7;;;;;;;;;;;;;;;;;;;;;;;;
60038;Bachivillers;171,0;496,0;22090,0;;;;;;;;;;;;;;;;;;;;;;;;
60039;Bacouël;187,0;489,5;19489,6;;;;;;;;;;;;;;;;;;;;;;;;
60040;Bailleul-le-Soc;246,0;646,0;23186,1;;;;;;;;;;;;;;;;;;;;;;;;
60041;Bailleul-sur-Thérain;808,0;2113,0;20775,2;57,1;9,5;;;;;;;;;78,9;70,1;2,9;5,9;25,4;5,1;5,3;3,0;1,2;1,2;-14,7;12378,7;31650,0;2,6
60042;Bailleval;577,0;1517,5;23063,8;;;;;;;;;;;;;;;;;;;;;;;;
60043;Bailly;248,0;656,5;21519,3;;;;;;;;;;;;;;;;;;;;;;;;
60044;Balagny-sur-Thérain;646,0;1682,0;21078,7;;;;;;;;;;;;;;;;;;;;;;;;
60045;Barbery;205,0;552,0;25879,3;;;;;;;;;;;;;;;;;;;;;;;;
60046;Bargny;111,0;336,0;25222,4;;;;;;;;;;;;;;;;;;;;;;;;
60047;Baron;288,0;754,0;26421,0;;;;;;;;;;;;;;;;;;;;;;;;
60048;Baugy;113,0;266,5;20528,3;;;;;;;;;;;;;;;;;;;;;;;;
60049;Bazancourt;53,0;130,0;18552,4;;;;;;;;;;;;;;;;;;;;;;;;
60050;Bazicourt;125,0;323,5;22824,0;;;;;;;;;;;;;;;;;;;;;;;;
60051;Beaudéduit;79,0;208,5;19369,3;;;;;;;;;;;;;;;;;;;;;;;;
60052;Beaugies-sous-Bois;33,0;106,0;21372,6;;;;;;;;;;;;;;;;;;;;;;;;
60053;Beaulieu-les-Fontaines;214,0;538,0;19067,8;;;;;;;;;;;;;;;;;;;;;;;;
60054;Beaumont-les-Nonains;130,0;345,0;23898,0;;;;;;;;;;;;;;;;;;;;;;;;
60055;Beaurains-lès-Noyon;137,0;341,5;21499,3;;;;;;;;;;;;;;;;;;;;;;;;
60056;Beaurepaire;;;;;;;;;;;;;;;;;;;;;;;;;;;
60057;Beauvais;24368,0;54701,0;17535,8;49,5;25,3;34,2;31,8;30,9;24,2;14,4;8,1;6,8;35,7;69,8;62,0;3,8;3,9;28,0;7,6;10,0;3,2;3,9;3,0;-15,4;8968,9;31599,2;3,5
60058;Beauvoir;99,0;246,0;22405,2;;;;;;;;;;;;;;;;;;;;;;;;
60059;Béhéricourt;91,0;218,0;21039,3;;;;;;;;;;;;;;;;;;;;;;;;
60060;Belle-Église;229,0;629,5;24328,7;;;;;;;;;;;;;;;;;;;;;;;;
60061;Belloy;;;;;;;;;;;;;;;;;;;;;;;;;;;
60062;Berlancourt;118,0;322,5;18312,0;;;;;;;;;;;;;;;;;;;;;;;;
60063;Berneuil-en-Bray;307,0;807,0;25195,6;;;;;;;;;;;;;;;;;;;;;;;;
60064;Berneuil-sur-Aisne;384,0;994,0;22334,8;;;;;;;;;;;;;;;;;;;;;;;;
60065;Berthecourt;604,0;1652,5;20750,0;;;;;;;;;;;;;;;;;;;;;;;;
60066;Béthancourt-en-Valois;90,0;220,0;25620,9;;;;;;;;;;;;;;;;;;;;;;;;
60067;Béthisy-Saint-Martin;420,0;1098,5;21677,0;;;;;;;;;;;;;;;;;;;;;;;;
60068;Béthisy-Saint-Pierre;1252,0;3143,0;20385,7;56,0;10,8;;;;;;;;23,5;77,4;71,1;2,9;3,4;27,2;4,6;5,3;2,7;1,4;1,2;-14,5;12163,3;32713,3;2,7
60069;Betz;406,0;1172,0;23962,0;;;;;;;;;;;;;;;;;;;;;;;;
60070;Bienville;166,0;468,0;22751,2;;;;;;;;;;;;;;;;;;;;;;;;
60071;Biermont;70,0;174,0;23753,9;;;;;;;;;;;;;;;;;;;;;;;;
60072;Bitry;125,0;316,5;21976,0;;;;;;;;;;;;;;;;;;;;;;;;
60073;Blacourt;219,0;616,0;21428,9;;;;;;;;;;;;;;;;;;;;;;;;
60074;Blaincourt-lès-Précy;449,0;1205,5;26231,7;;;;;;;;;;;;;;;;;;;;;;;;
60075;Blancfossé;49,0;140,0;18602,5;;;;;;;;;;;;;;;;;;;;;;;;
60076;Blargies;208,0;519,5;20176,5;;;;;;;;;;;;;;;;;;;;;;;;
60077;Blicourt;125,0;342,0;21228,0;;;;;;;;;;;;;;;;;;;;;;;;
60078;Blincourt;49,0;105,5;20584,0;;;;;;;;;;;;;;;;;;;;;;;;
60079;Boissy-Fresnoy;341,0;1009,5;24574,0;;;;;;;;;;;;;;;;;;;;;;;;
60080;Boissy-le-Bois;75,0;196,0;21967,6;;;;;;;;;;;;;;;;;;;;;;;;
60081;Bonlier;170,0;428,0;21698,0;;;;;;;;;;;;;;;;;;;;;;;;
60082;Bonneuil-les-Eaux;319,0;852,5;19373,8;;;;;;;;;;;;;;;;;;;;;;;;
60083;Bonneuil-en-Valois;381,0;1027,5;21426,0;;;;;;;;;;;;;;;;;;;;;;;;
60084;Bonnières;74,0;166,5;21870,8;;;;;;;;;;;;;;;;;;;;;;;;
60085;Bonvillers;81,0;214,0;21808,6;;;;;;;;;;;;;;;;;;;;;;;;
60086;Boran-sur-Oise;831,0;2127,0;23583,0;68,8;;;;;;;;;;79,0;71,0;3,1;4,9;26,0;9,2;3,3;1,9;0,7;0,7;-17,5;13943,5;39188,7;2,8
60087;Borest;129,0;348,5;29937,4;;;;;;;;;;;;;;;;;;;;;;;;
60088;Bornel;1937,0;4952,0;22830,5;66,2;6,1;;;;;;;;;83,1;76,8;3,2;3,1;24,0;5,4;3,4;2,0;0,8;0,6;-15,9;13931,1;35016,0;2,5
60089;Boubiers;154,0;412,5;23870,0;;;;;;;;;;;;;;;;;;;;;;;;
60090;Bouconvillers;141,0;388,0;23345,7;;;;;;;;;;;;;;;;;;;;;;;;
60091;Bouillancy;149,0;382,5;25015,0;;;;;;;;;;;;;;;;;;;;;;;;
60092;Boullarre;84,0;232,5;23204,0;;;;;;;;;;;;;;;;;;;;;;;;
60093;Boulogne-la-Grasse;172,0;476,5;19824,0;;;;;;;;;;;;;;;;;;;;;;;;
60094;Boursonne;121,0;315,5;24613,3;;;;;;;;;;;;;;;;;;;;;;;;
60095;Boury-en-Vexin;150,0;356,0;24329,0;;;;;;;;;;;;;;;;;;;;;;;;
60096;Boutavent;45,0;110,0;17844,4;;;;;;;;;;;;;;;;;;;;;;;;
60097;Boutencourt;88,0;224,0;22720,5;;;;;;;;;;;;;;;;;;;;;;;;
60098;Bouvresse;64,0;164,0;21962,4;;;;;;;;;;;;;;;;;;;;;;;;
60099;Braisnes-sur-Aronde;67,0;165,5;25052,5;;;;;;;;;;;;;;;;;;;;;;;;
60100;Brasseuse;;;;;;;;;;;;;;;;;;;;;;;;;;;
60101;Brégy;224,0;594,0;23977,6;;;;;;;;;;;;;;;;;;;;;;;;
60102;Brenouille;780,0;2133,0;22862,7;67,1;;;;;;;;;;83,5;78,1;3,8;1,7;24,0;4,2;3,6;2,3;0,6;0,7;-15,3;13850,0;35607,5;2,6
60103;Bresles;1604,0;3982,0;20100,5;54,4;13,3;;;;;;;;25,0;74,0;64,8;3,4;5,8;28,2;6,7;6,0;2,6;2,0;1,3;-14,9;11501,3;30554,8;2,7
60104;Breteuil;1830,0;4349,5;16460,4;40,9;23,9;40,8;29,6;29,1;;;;;34,8;63,6;53,4;3,7;6,5;29,6;8,4;11,9;3,9;4,6;3,3;-13,5;9440,0;28476,1;3,0
60105;Brétigny;153,0;425,0;19899,2;;;;;;;;;;;;;;;;;;;;;;;;
60106;Breuil-le-Sec;942,0;2390,0;23107,9;65,6;;;;;;;;;;77,8;72,7;2,6;2,5;28,2;6,0;3,6;2,3;0,6;0,6;-15,6;14891,5;34341,3;2,3
60107;Breuil-le-Vert;1227,0;3053,0;23870,0;72,2;;;;;;;;;;74,4;69,1;2,0;3,2;32,5;7,8;2,5;1,7;0,5;0,4;-17,2;15055,6;36937,3;2,5
60108;Briot;111,0;286,0;20190,0;;;;;;;;;;;;;;;;;;;;;;;;
60109;Brombos;90,0;252,5;19902,0;;;;;;;;;;;;;;;;;;;;;;;;
60110;Broquiers;94,0;218,5;19935,2;;;;;;;;;;;;;;;;;;;;;;;;
60111;Broyes;52,0;145,0;18248,0;;;;;;;;;;;;;;;;;;;;;;;;
60112;Brunvillers-la-Motte;121,0;324,5;20573,8;;;;;;;;;;;;;;;;;;;;;;;;
60113;Bucamps;68,0;192,0;21649,0;;;;;;;;;;;;;;;;;;;;;;;;
60114;Buicourt;57,0;146,5;22876,0;;;;;;;;;;;;;;;;;;;;;;;;
60115;Bulles;338,0;900,0;19941,0;;;;;;;;;;;;;;;;;;;;;;;;
60116;Bury;1193,0;2994,5;20761,3;59,0;10,3;;;;;;;;;76,9;70,8;3,4;2,7;27,7;5,3;4,6;2,4;1,4;0,8;-14,5;12236,5;32374,9;2,6
60117;Bussy;109,0;333,5;20134,8;;;;;;;;;;;;;;;;;;;;;;;;
60118;Caisnes;195,0;522,5;21629,3;;;;;;;;;;;;;;;;;;;;;;;;
60119;Cambronne-lès-Ribécourt;770,0;2014,5;20962,1;58,6;13,1;;;;;;;;;74,4;68,5;3,7;2,2;29,3;4,9;5,9;3,1;1,5;1,4;-14,5;11426,3;31736,0;2,8
60120;Cambronne-lès-Clermont;420,0;1145,0;24921,0;;;;;;;;;;;;;;;;;;;;;;;;
60121;Campagne;62,0;170,0;19275,4;;;;;;;;;;;;;;;;;;;;;;;;
60122;Campeaux;201,0;491,0;19006,8;;;;;;;;;;;;;;;;;;;;;;;;
60123;Campremy;178,0;497,0;19540,0;;;;;;;;;;;;;;;;;;;;;;;;
60124;Candor;118,0;300,5;20975,6;;;;;;;;;;;;;;;;;;;;;;;;
60125;Canly;316,0;801,0;23404,3;;;;;;;;;;;;;;;;;;;;;;;;
60126;Cannectancourt;194,0;524,5;21461,0;;;;;;;;;;;;;;;;;;;;;;;;
60127;Canny-sur-Matz;148,0;407,5;20777,6;;;;;;;;;;;;;;;;;;;;;;;;
60128;Canny-sur-Thérain;85,0;227,5;18733,9;;;;;;;;;;;;;;;;;;;;;;;;
60129;Carlepont;568,0;1477,0;21654,7;;;;;;;;;;;;;;;;;;;;;;;;
60130;Catenoy;402,0;1038,0;24162,5;;;;;;;;;;;;;;;;;;;;;;;;
60131;Catheux;44,0;103,0;20766,1;;;;;;;;;;;;;;;;;;;;;;;;
60132;Catigny;79,0;214,5;19859,0;;;;;;;;;;;;;;;;;;;;;;;;
60133;Catillon-Fumechon;214,0;540,0;21270,0;;;;;;;;;;;;;;;;;;;;;;;;
60134;Cauffry;937,0;2542,0;22612,1;64,3;;;;;;;;;;75,6;69,9;3,3;2,4;29,4;6,1;3,8;2,3;1,0;0,5;-14,9;13698,8;33622,5;2,5
60135;Cauvigny;585,0;1652,5;22740,4;;;;;;;;;;;;;;;;;;;;;;;;
60136;Cempuis;183,0;484,5;21227,0;;;;;;;;;;;;;;;;;;;;;;;;
60137;Cernoy;93,0;303,0;20912,1;;;;;;;;;;;;;;;;;;;;;;;;
60138;Chamant;353,0;900,5;29295,0;;;;;;;;;;;;;;;;;;;;;;;;
60139;Chambly;4062,0;10077,0;21233,2;61,4;9,4;;9,9;11,9;;;;5,0;15,5;81,6;76,0;3,2;2,4;23,8;5,5;5,2;2,8;1,2;1,2;-16,1;12562,3;33646,4;2,7
60140;Chambors;128,0;331,5;25704,0;;;;;;;;;;;;;;;;;;;;;;;;
60141;Chantilly;5042,0;10091,0;25119,2;71,5;8,6;;;11,4;10,1;;;;13,2;80,9;72,4;2,5;6,0;26,6;12,0;2,9;1,1;0,9;0,9;-22,4;12993,0;47778,4;3,7
60142;La Chapelle-en-Serval;1147,0;3048,0;25888,8;75,0;;;;;;;;;;94,0;88,1;2,8;3,1;16,6;5,8;3,2;1,9;0,6;0,6;-19,6;15510,0;41372,9;2,7
60143;Chaumont-en-Vexin;1253,0;3066,5;21185,4;57,8;10,1;;;;;;;;20,2;76,7;68,0;4,0;4,7;28,2;6,1;4,8;2,2;1,3;1,2;-15,8;12263,0;34598,0;2,8
60144;Chavençon;56,0;144,5;25958,8;;;;;;;;;;;;;;;;;;;;;;;;
60145;Chelles;197,0;535,5;23153,2;;;;;;;;;;;;;;;;;;;;;;;;
60146;Chepoix;156,0;450,5;18871,5;;;;;;;;;;;;;;;;;;;;;;;;
60147;Chevincourt;345,0;875,0;23106,1;;;;;;;;;;;;;;;;;;;;;;;;
60148;Chèvreville;159,0;447,5;23544,7;;;;;;;;;;;;;;;;;;;;;;;;
60149;Chevrières;755,0;1948,0;22803,0;;;;;;;;;;;;;;;;;;;;;;;;
60150;Chiry-Ourscamp;436,0;1155,0;20429,5;;;;;;;;;;;;;;;;;;;;;;;;
60151;Choisy-au-Bac;1413,0;3482,0;23852,4;66,6;8,1;;;;;;;;;71,4;64,7;2,4;4,3;32,3;11,3;3,7;1,8;1,0;0,9;-18,7;12996,7;43592,7;3,4
60152;Choisy-la-Victoire;86,0;227,0;23331,7;;;;;;;;;;;;;;;;;;;;;;;;
60153;Choqueuse-les-Bénards;39,0;106,0;23480,5;;;;;;;;;;;;;;;;;;;;;;;;
60154;Cinqueux;634,0;1577,5;25048,0;;;;;;;;;;;;;;;;;;;;;;;;
60155;Cires-lès-Mello;1413,0;3641,5;21077,0;61,0;9,3;;;;;;;;20,3;75,5;69,0;3,3;3,2;28,5;5,8;5,5;2,9;1,3;1,2;-15,3;12681,7;33366,0;2,6
60156;Clairoix;877,0;2228,5;22599,6;64,6;;;;;;;;;;75,9;69,4;3,3;3,2;28,4;9,5;3,5;2,0;0,9;0,7;-17,3;13499,7;36940,0;2,7
60157;Clermont;4408,0;9646,5;19626,9;53,8;14,9;21,8;17,6;18,8;11,8;;;;24,1;77,5;70,0;3,3;4,2;24,8;6,5;7,0;2,5;2,5;2,0;-15,8;10897,0;32961,3;3,0
60158;Coivrel;96,0;246,5;21263,8;;;;;;;;;;;;;;;;;;;;;;;;
60159;Compiègne;16828,0;37154,5;19065,6;53,7;21,0;31,6;26,7;25,1;18,5;14,5;7,4;5,0;30,6;73,0;64,2;3,4;5,4;27,8;11,3;6,9;2,4;2,5;2,1;-19,0;9392,3;40364,0;4,3
60160;Conchy-les-Pots;259,0;726,0;19578,5;;;;;;;;;;;;;;;;;;;;;;;;
60161;Conteville;;;;;;;;;;;;;;;;;;;;;;;;;;;
60162;Corbeil-Cerf;126,0;351,5;23797,1;;;;;;;;;;;;;;;;;;;;;;;;
60163;Cormeilles;155,0;440,5;19496,0;;;;;;;;;;;;;;;;;;;;;;;;
60164;Le Coudray-Saint-Germer;323,0;864,5;18382,6;;;;;;;;;;;;;;;;;;;;;;;;
60165;Le Coudray-sur-Thelle;179,0;529,0;23682,3;;;;;;;;;;;;;;;;;;;;;;;;
60166;Coudun;462,0;1081,0;23028,3;;;;;;;;;;;;;;;;;;;;;;;;
60167;Couloisy;209,0;536,0;20586,7;;;;;;;;;;;;;;;;;;;;;;;;
60168;Courcelles-Epayelles;76,0;198,0;19153,3;;;;;;;;;;;;;;;;;;;;;;;;
60169;Courcelles-lès-Gisors;326,0;861,5;23867,3;;;;;;;;;;;;;;;;;;;;;;;;
60170;Courteuil;252,0;645,5;30999,0;;;;;;;;;;;;;;;;;;;;;;;;
60171;Courtieux;73,0;177,5;24124,8;;;;;;;;;;;;;;;;;;;;;;;;
60172;Coye-la-Forêt;1700,0;4049,0;29051,6;76,5;6,8;;;;;;;;;85,7;78,7;2,9;4,1;24,8;10,1;2,1;1,2;0,4;0,5;-22,7;14249,5;53316,3;3,7
60173;Cramoisy;308,0;693,5;22599,3;;;;;;;;;;;;;;;;;;;;;;;;
60174;Crapeaumesnil;74,0;200,5;20150,5;;;;;;;;;;;;;;;;;;;;;;;;
60175;Creil;11634,0;32617,5;14076,1;33,6;38,5;43,7;43,8;45,1;37,2;27,9;15,4;22,3;43,0;68,5;61,5;5,3;1,8;22,3;3,9;16,8;6,3;5,5;4,9;-11,5;7732,4;25082,0;3,2
60176;Crépy-en-Valois;6172,0;14881,5;20736,0;56,8;11,1;;14,2;11,2;10,7;8,9;;5,0;20,4;76,7;69,7;3,4;3,5;27,4;6,6;5,1;2,4;1,5;1,2;-15,8;11977,7;34662,7;2,9
60177;Cressonsacq;162,0;442,5;22953,3;;;;;;;;;;;;;;;;;;;;;;;;
60178;Crèvecoeur-le-Grand;1366,0;3312,5;18138,1;46,0;18,8;;;23,9;;;;;30,6;67,9;57,3;4,4;6,2;29,5;7,3;8,5;3,4;2,8;2,4;-13,2;10392,7;30532,0;2,9
60179;Crèvecoeur-le-Petit;52,0;134,0;22943,3;;;;;;;;;;;;;;;;;;;;;;;;
60180;Crillon;188,0;477,0;21333,0;;;;;;;;;;;;;;;;;;;;;;;;
60181;Crisolles;382,0;971,0;20028,7;;;;;;;;;;;;;;;;;;;;;;;;
60182;Le Crocq;69,0;187,5;19826,0;;;;;;;;;;;;;;;;;;;;;;;;
60183;Croissy-sur-Celle;98,0;272,5;22214,4;;;;;;;;;;;;;;;;;;;;;;;;
60184;Croutoy;89,0;218,5;21248,7;;;;;;;;;;;;;;;;;;;;;;;;
60185;Crouy-en-Thelle;372,0;1033,0;24955,1;;;;;;;;;;;;;;;;;;;;;;;;
60186;Cuignières;90,0;250,0;21237,5;;;;;;;;;;;;;;;;;;;;;;;;
60187;Cuigy-en-Bray;381,0;983,0;21801,3;;;;;;;;;;;;;;;;;;;;;;;;
60188;Cuise-la-Motte;842,0;2155,5;20043,2;53,9;13,8;;;;;;;;31,5;74,4;67,4;3,7;3,3;27,9;6,8;5,6;2,4;1,9;1,4;-14,7;11600,0;34190,9;2,9
60189;Cuts;363,0;925,5;20187,1;;;;;;;;;;;;;;;;;;;;;;;;
60190;Cuvergnon;114,0;297,5;23650,0;;;;;;;;;;;;;;;;;;;;;;;;
60191;Cuvilly;246,0;669,0;18811,0;;;;;;;;;;;;;;;;;;;;;;;;
60192;Cuy;84,0;216,0;20445,0;;;;;;;;;;;;;;;;;;;;;;;;
60193;Daméraucourt;85,0;218,0;19838,1;;;;;;;;;;;;;;;;;;;;;;;;
60194;Dargies;107,0;259,0;19770,8;;;;;;;;;;;;;;;;;;;;;;;;
60195;Delincourt;201,0;489,5;25051,3;;;;;;;;;;;;;;;;;;;;;;;;
60196;Le Déluge;186,0;508,0;23803,1;;;;;;;;;;;;;;;;;;;;;;;;
60197;Dieudonné;294,0;834,5;24897,4;;;;;;;;;;;;;;;;;;;;;;;;
60198;Dives;156,0;401,5;19603,0;;;;;;;;;;;;;;;;;;;;;;;;
60199;Doméliers;84,0;235,0;21632,5;;;;;;;;;;;;;;;;;;;;;;;;
60200;Domfront;47,0;142,5;19279,4;;;;;;;;;;;;;;;;;;;;;;;;
60201;Dompierre;95,0;248,5;18978,5;;;;;;;;;;;;;;;;;;;;;;;;
60203;Duvy;169,0;408,0;23116,0;;;;;;;;;;;;;;;;;;;;;;;;
60204;Écuvilly;116,0;307,0;20640,7;;;;;;;;;;;;;;;;;;;;;;;;
60205;Élencourt;;;;;;;;;;;;;;;;;;;;;;;;;;;
60206;Élincourt-Sainte-Marguerite;352,0;923,5;24394,7;;;;;;;;;;;;;;;;;;;;;;;;
60207;Éméville;110,0;292,5;21990,6;;;;;;;;;;;;;;;;;;;;;;;;
60208;Énencourt-Léage;52,0;139,0;25948,5;;;;;;;;;;;;;;;;;;;;;;;;
60209;Énencourt-le-Sec;79,0;189,0;24401,3;;;;;;;;;;;;;;;;;;;;;;;;
60210;Épineuse;93,0;258,5;22118,6;;;;;;;;;;;;;;;;;;;;;;;;
60211;Éragny-sur-Epte;225,0;592,0;21333,3;;;;;;;;;;;;;;;;;;;;;;;;
60212;Ercuis;600,0;1604,0;21971,4;;;;;;;;;;;;;;;;;;;;;;;;
60213;Ermenonville;359,0;957,5;26582,0;;;;;;;;;;;;;;;;;;;;;;;;
60214;Ernemont-Boutavent;76,0;193,5;18744,0;;;;;;;;;;;;;;;;;;;;;;;;
60215;Erquery;202,0;520,5;23475,3;;;;;;;;;;;;;;;;;;;;;;;;
60216;Erquinvillers;70,0;193,0;21920,0;;;;;;;;;;;;;;;;;;;;;;;;
60217;Escames;94,0;220,0;21449,5;;;;;;;;;;;;;;;;;;;;;;;;
60218;Esches;499,0;1507,0;23449,0;;;;;;;;;;;;;;;;;;;;;;;;
60219;Escles-Saint-Pierre;57,0;151,0;19380,7;;;;;;;;;;;;;;;;;;;;;;;;
60220;Espaubourg;180,0;506,5;20375,2;;;;;;;;;;;;;;;;;;;;;;;;
60221;Esquennoy;288,0;715,0;16786,7;;;;;;;;;;;;;;;;;;;;;;;;
60222;Essuiles;191,0;529,0;22437,3;;;;;;;;;;;;;;;;;;;;;;;;
60223;Estrées-Saint-Denis;1525,0;3799,5;20766,7;57,7;9,3;;;;;;;;17,9;74,9;68,4;2,8;3,7;28,5;7,0;4,5;2,4;1,1;1,0;-14,9;12489,2;33165,5;2,7
